@name,enabled,type,nameUi,order,weight,cost,costMod,crew,model,scale,group,mountPoints,countries,param,stats,caliber,#caliberInch,barrels,hullWeightRatio,sectionsMin,sectionsMax,tonnageMin,tonnageMax,maxAllowedCaliber,beamMin,beamMax,draughtMin,draughtMax,beamCoef,draughtCoef,speedLimiter,minMainTurrets,minMainBarrels,#comment,#comment2,#cost_base,#cost_base_mod
modern_tower_sec_richelieu_1_big,,tower_sec,Compact Sec Tower II,,465,4500000,,110,richelieu_tower_sec_c,1.125,,tower_sec,,need(;BB_Modern_France;BB_Modern_Richelieu_Big;BB_Modern_Richelieu;BC_Modern_Richelieu;Large_Cruiser_Henri;BB_Modern_Spain;BB_Modern_Austria2;CA_Russian_Petro),"tower_sec(1), night(27), aim(12), acc(9), acc_long(1.5), fire_ex(12), smoke(-13.5), size(12), tspot(3100), torpedo_detect(22)",,,,,,,,,,,,,,,,,,,465,348.75,1500000,4500000
modern_tower_sec_richelieu_1,,tower_sec,Compact Sec Tower I,,345,3600000,,100,richelieu_tower_sec_c,1,,tower_sec,,need(BB_Modern_France;BB_Modern_France_Small;BB_Modern_Richelieu_Big;BB_Modern_Richelieu;BC_Modern_Richelieu;Large_Cruiser_Henri;BB_British_N3;BB_British_Advanced;BB_Generic_Advanced;BC_Modern_Russia;BC_Modern_Russia;CA_Large_Austria;CA_Heavy_Japan3;CA_Large_Russia;BC_Modern_Russia2;CA_Russian_Petro),"tower_sec(1), night(25), aim(11), acc(8), acc_long(1.5), fire_ex(11), smoke(-12.5), size(11), tspot(3000), torpedo_detect(20)",,,,,,,,,,,,,,,,,,,345,258.75,1200000,3600000
modern_tower_sec_richelieu_3_small,0,tower_sec,Light Sec Tower II,,543,6000000,,140,richelieu_tower_sec_b,0.9,,tower_sec,,"need(BC_Modern_Richelieu_Flat), funnel_mount","tower_sec(1), night(40), aim(20), acc(16), acc_long(2.5), fire_ex(20), smoke(-17.5), size(19), tspot(4100), torpedo_detect(30)",,,,,,,,,,,,,,,,,,,543,407.25,2000000,6000000
modern_tower_sec_richelieu_2_small,0,tower_sec,Light Sec Tower I,,495,4800000,,140,richelieu_tower_sec_a,0.9,,tower_sec,,"need(BC_Modern_Richelieu_Flat), funnel_mount","tower_sec(1), night(40), aim(19), acc(15.5), acc_long(2), fire_ex(19), smoke(-17), size(18.5), tspot(4000), torpedo_detect(28)",,,,,,,,,,,,,,,,,,,495,371.25,1600000,4800000
modern_tower_sec_richelieu_1_small,0,tower_sec,Compact Sec Tower I,,273,3600000,,95,richelieu_tower_sec_c,0.9,,tower_sec,,need(BC_Modern_Richelieu_Flat),"tower_sec(1), night(22), aim(10), acc(7), acc_long(1.5), fire_ex(10), smoke(-11.5), size(11), tspot(3000), torpedo_detect(20)",,,,,,,,,,,,,,,,,,,273,204.75,1200000,3600000
modern_tower_sec_generic_big,0,tower_sec,Modern Sec Tower I,,690,37500000,,110,bismarck_tower_sec_c,1.55,,tower_sec,,"need(BB_Modern_Gen), big_sec, need(g4)","tower_sec(1), night(35), aim(20), acc(16), fire_ex(20), size(20), tspot(4200), torpedo_detect(35)",,,,,,,,,,,,,,,,,,,690,517.5,12500000,37500000
dreadnought_tower_sec_german2,,tower_sec,Advanced Rear Tower II,,930,5400000,,105,dreadnought_tower_main_big_e,1.24,,tower_sec,,need(BC_Derfflinger),"tower_sec(1), night(27), aim(19.5), acc(14.5), fire_ex(21), smoke(-19), size(17.5), tspot(3250), torpedo_detect(30)",,,,,,,,,,,,,,,,,,,930,697.5,1800000,5400000
dreadnought_tower_sec_german1,,tower_sec,Advanced Rear Tower I,,810,4500000,,95,dreadnought_tower_main_big_f,1.3,,tower_sec,,need(BC_Derfflinger),"tower_sec(1), night(25), aim(18), acc(13), fire_ex(19.5), smoke(-17), size(16), tspot(2950), torpedo_detect(27)",,,,,,,,,,,,,,,,,,,810,607.5,1500000,4500000
dreadnought_tower_sec_6,,tower_sec,Rear Tower IX,,690,3900000,,90,dreadnought_tower_main_big_e,1,,tower_sec,,"need(BB_Super;BB_Flat2;BB_Britain_Alt;BB_Helgoland;BB_French_Advanced), need(g2;g3), needunlock(late_BB_towers_level_3)","tower_sec(1), night(25), aim(18), acc(14), fire_ex(18), smoke(-15), size(16), tspot(2750), torpedo_detect(25)",,,,,,,,,,,,,,,,,,,690,517.5,1300000,3900000
dreadnought_tower_sec_5,,tower_sec,Rear Tower VIII,,570,3300000,,80,dreadnought_tower_main_big_f,1,,tower_sec,,"need(BB_Super;BB;BB_Flat;BB_Flat2;BC;BC_Britain;BB_Britain_Alt;BB_Helgoland;BB_French_Advanced), need(g3), needunlock(late_BB_towers_level_2)","tower_sec(1), night(20), aim(16), acc(11), fire_ex(17.5), smoke(-15), size(14), tspot(2750), torpedo_detect(25)",,,,,,,,,,,,,,,,,,,570,427.5,1100000,3300000
dreadnought_tower_sec_4,,tower_sec,Rear Tower VII,,450,2400000,,70,dreadnought_tower_sec_b,1,,tower_sec,,"need(BB_Super;BB;BB_Flat;BB_Flat2;BC;BC_Britain;BB_Britain_Alt;BB_French_Advanced;BB_USA_NewYork_big), need(g3), needunlock(late_BB_towers_level_2)","tower_sec(1), night(15), aim(15), acc(9), fire_ex(15), smoke(-10), size(12), tspot(3000), torpedo_detect(27.5)",,,,,,,,,,,,,,,,,,,450,337.5,800000,2400000
modern_tower_main_2_littorio_heavy,,tower_sec,Heavy Sec Tower II,,1620,13500000,,340,littorio_tower_main_a,0.9,,tower_sec,,need(BB_Littorio_Super;BB_Littorio),"tower_sec(1), night(60), aim(36), acc(27.5), acc_long(23), radio(65), fire_ex(33.5), smoke(-28), size(23.5), tspot(6050), torpedo_detect(55)",,,,,,,,,,,,,,,,,,,1620,1215,4500000,13500000
modern_tower_main_1_littorio_heavy,,tower_sec,Heavy Sec Tower I,,1290,11250000,,275,littorio_tower_main_b,0.9,,tower_sec,,need(BB_Littorio),"tower_sec(1), night(50), aim(33), acc(25), acc_long(20), radio(60), fire_ex(30.5), smoke(-25), size(20.5), tspot(5550), torpedo_detect(50)",,,,,,,,,,,,,,,,,,,1290,967.5,3750000,11250000
dido_tower_sec_special_3_big,,tower_sec,Targeting  Sec Tower V (Enhanced),,1500,33500000,,260,dido_tower_sec_h,1.32,,tower_sec,,need(CL_Tiger;CA_Tiger),"tower_sec(1), night(66), aim(40), acc(26), acc_long(42), radio(81), fire_ex(23), smoke(-35), size(29.5), tspot(7200), torpedo_detect(77)",,,,,,,,,,,,,,,,,,,1500,1125,2300000,6900000
dido_tower_sec_special_2_big,,tower_sec,Targeting  Sec Tower IV (Enhanced),,1390,29500000,,240,dido_tower_sec_h,1.22,,tower_sec,,need(CL_Tiger;CL_EscortCruiser_British;CA_Tiger),"tower_sec(1), night(64), aim(38), acc(24), acc_long(40), radio(79), fire_ex(22), smoke(-34), size(28.5), tspot(7000), torpedo_detect(75)",,,,,,,,,,,,,,,,,,,1390,1042.5,2300000,6900000
dido_tower_sec_special_1_big,,tower_sec,Targeting  Sec Tower III (Enhanced),,1290,26500000,,225,dido_tower_sec_h,1.12,,tower_sec,,need(CL_Tiger;CL_EscortCruiser_British),"tower_sec(1), night(62), aim(36), acc(22), acc_long(38), radio(77), fire_ex(21), smoke(-33), size(27.5), tspot(6800), torpedo_detect(73)",,,,,,,,,,,,,,,,,,,1290,967.5,2300000,6900000
dido_tower_sec_special_1,,tower_sec,Targeting  Sec Tower II (Enhanced),,1175,21500000,,200,dido_tower_sec_h,1.06,,tower_sec,,need(CL_Tiger;CL_EscortCruiser_British),"tower_sec(1), night(60), aim(34), acc(20), acc_long(36), radio(75), fire_ex(20), smoke(-32), size(26.5), tspot(6500), torpedo_detect(70)",,,,,,,,,,,,,,,,,,,1175,881.25,2300000,6900000
dido_tower_sec_special_1_small,,tower_sec,Targeting  Sec Tower I (Enhanced),,1000,16500000,,175,dido_tower_sec_h,1,,tower_sec,,need(CL_Tiger;CL_EscortCruiser_British),"tower_sec(1), night(57), aim(32), acc(18), acc_long(34), radio(73), fire_ex(19), smoke(-30), size(25.5), tspot(6200), torpedo_detect(67)",,,,,,,,,,,,,,,,,,,1000,750,2300000,6900000
modern_tower_sec_4_bc,,tower_sec,Modern Sec Tower IV (Enhanced),,1620,12000000,,290,iowa_tower_sec_a,0.83,,tower_sec,,"need(BC_Modern;BC_Modern_Japan;BB_Modern_France_Small;BB_NorthCarolina), big_sec, needunlock(late_BB_towers_level_4)","tower_sec(1), night(35), aim(24), acc(20), acc_long(9), fire_ex(25), smoke(-18.5), size(20.5), tspot(4750), torpedo_detect(45)",,,,,,,,,,,,,,,,,,,1620,1215,4000000,12000000
modern_tower_sec_4_bc_smallvar,,tower_sec,Modern Sec Tower IV,,1500,10500000,,270,iowa_tower_sec_a,0.79,,tower_sec,,"need(BC_Modern;BC_Modern_Japan;BB_Modern_France_Small;BB_NorthCarolina), big_sec","tower_sec(1), night(33), aim(22), acc(18.5), acc_long(7), fire_ex(23), smoke(-17.5), size(19.5), tspot(4500), torpedo_detect(42.5)",,,,,,,,,,,,,,,,,,,1500,1125,3500000,10500000
modern_tower_sec_3_bc,,tower_sec,Modern Sec Tower III (Enhanced),,1080,8700000,,200,yamato_tower_sec_c1,0.83,,tower_sec,,"need(BC_Modern;BC_Modern_Japan), big_sec, needunlock(late_BB_towers_level_4)","tower_sec(1), night(30), aim(21), acc(18), acc_long(4), fire_ex(20), smoke(-16.5), size(18.5), tspot(4300), torpedo_detect(37.5)",,,,,,,,,,,,,,,,,,,1080,810,2900000,8700000
modern_tower_sec_3_bc_smallvar,,tower_sec,Modern Sec Tower III,,1014,7500000,,185,yamato_tower_sec_c1,0.79,,tower_sec,,"need(BC_Modern;BC_Modern_Japan), big_sec","tower_sec(1), night(28), aim(19), acc(17), acc_long(3), fire_ex(18), smoke(-15.5), size(17.5), tspot(4100), torpedo_detect(35.5)",,,,,,,,,,,,,,,,,,,1014,760.5,2500000,7500000
modern_tower_sec_2_bc,,tower_sec,Modern Sec Tower II,,480,6300000,,130,yamato_tower_sec_b,0.85,,tower_sec,,need(BC_Modern_Japan),"tower_sec(1), night(28), aim(19), acc(14), fire_ex(18), smoke(-17), size(16.5), tspot(3900), torpedo_detect(35)",,,,,,,,,,,,,,,,,,,480,360,2100000,6300000
modern_tower_sec_1_bc,,tower_sec,Modern Sec Tower I,,360,4800000,,100,yamato_tower_sec_a,0.8,,tower_sec,,need(BC_Modern_Japan;BB_Modern_France_TEST),"tower_sec(1), night(25), aim(18), acc(12), fire_ex(16), smoke(-15), size(15), tspot(3550), torpedo_detect(30)",,,,,,,,,,,,,,,,,,,360,270,1600000,4800000
modern_tower_sec_4_bc_small,,tower_sec,Modern Sec Tower IV,,990,9600000,,185,yamato_tower_sec_c2,0.65,,tower_sec,,"need(CA_Heavy_Japan2;CA_Tone;CA_Heavy_Japan3), big_sec;CA_Scout_Mogami), needunlock(latecruisertowers_level_4)","tower_sec(1), night(30), aim(21), acc(17), acc_long(4), fire_ex(22), smoke(-17.5), size(20), tspot(4300), torpedo_detect(37.5)",,,,,,,,,,,,,,,,,,,990,742.5,3200000,9600000
modern_tower_sec_3_bc_small,,tower_sec,Modern Sec Tower III,,900,8100000,,170,yamato_tower_sec_c1,0.65,,tower_sec,,"need(CA_Heavy_Japan2;CA_Tone;CA_Heavy_Japan3), big_sec","tower_sec(1), night(25), aim(19), acc(15), acc_long(3), fire_ex(20), smoke(-16.5), size(18.5), tspot(4000), torpedo_detect(35)",,,,,,,,,,,,,,,,,,,900,675,2700000,8100000
modern_tower_sec_2_bc_small,,tower_sec,Modern Sec Tower II,,420,4800000,,105,yamato_tower_sec_b,0.76,,tower_sec,,need(CA_Heavy_Japan2;CA_Tone),"tower_sec(1), night(24), aim(17), acc(11), fire_ex(15), smoke(-15), size(14), tspot(3500), torpedo_detect(27)",,,,,,,,,,,,,,,,,,,420,315,1600000,4800000
battlecruiser_sec_hood_4,,tower_sec,Modern Sec Tower III (Enhanced),,810,4800000,,120,hood_tower_sec_a,1.1,,tower_sec,,"need(BC_Hood;BB_Modern_Austria;BB_Modern_Russia;BB_Semi_Japan;BB_Modern_France_Small;BB_British_Advanced;BB_Generic_Advanced;BB_British_N3;BB_British_G3;BB_Fast_Modern), big_sec, needunlock(late_BB_towers_level_3)","tower_sec(1), night(35), aim(17.5), acc(15), fire_ex(22.5), size(17.5), tspot(5500), torpedo_detect(45)",,,,,,,,,,,,,,,,,,,810,607.5,1600000,4800000
battlecruiser_sec_hood_4_small,,tower_sec,Modern Sec Tower III,,762,4200000,,110,hood_tower_sec_a,1.04,,tower_sec,,"need(BC_Hood;BB_Modern_Austria;BB_Modern_Russia;BB_Semi_Japan;BB_Modern_France_Small;BB_British_Advanced;BB_Generic_Advanced;BB_British_N3;BB_British_G3;BB_Fast_Modern), big_sec, needunlock(late_BB_towers_level_3)","tower_sec(1), night(33), aim(16.5), acc(14), fire_ex(21.5), size(17.2), tspot(5300), torpedo_detect(44)",,,,,,,,,,,,,,,,,,,762,571.5,1400000,4200000
battlecruiser_sec_hood_3,,tower_sec,Modern Sec Tower II (Enhanced),,630,3300000,,100,hood_tower_sec_b,1.1,,tower_sec,,"need(BC_Hood;BB_Modern_Austria;BB_Modern_Russia;BB_Semi_Japan;BB_Modern_France_Small;BB_British_Advanced;BB_Generic_Advanced;BB_British_N3;BB_British_G3;BB_Fast_Modern), big_sec, needunlock(late_BB_towers_level_3)","tower_sec(1), night(30), aim(15), acc(12), fire_ex(20), size(17), tspot(5000), torpedo_detect(40)",,,,,,,,,,,,,,,,,,,630,472.5,1100000,3300000
battlecruiser_sec_hood_3_small,,tower_sec,Modern Sec Tower II,,582,3000000,,95,hood_tower_sec_b,1.04,,tower_sec,,"need(BC_Hood;BB_Modern_Austria;BB_Modern_Russia;BB_Semi_Japan;BB_Modern_France_Small;BB_British_Advanced;BB_Generic_Advanced;BB_British_N3;BB_British_G3;BB_Fast_Modern), big_sec, needunlock(late_BB_towers_level_3)","tower_sec(1), night(27), aim(14.5), acc(11.5), fire_ex(19), size(16.5), tspot(4800), torpedo_detect(38)",,,,,,,,,,,,,,,,,,,582,436.5,1000000,3000000
modern_tower_sec_generic,,tower_sec,Modern Sec Tower I (Enhanced),,570,2700000,,90,bismarck_tower_sec_c,1.44,,tower_sec,,"need(BC_Hood;BB_Modern_Austria;BB_Modern_Russia;BB_Semi_Japan;BB_Modern_France_Small;BB_British_Advanced;BB_Generic_Advanced;BB_British_N3;BB_British_G3), big_sec","tower_sec(1), night(25), aim(14), acc(11), fire_ex(18), size(19), tspot(4200), torpedo_detect(35)",,,,,,,,,,,,,,,,,,,570,427.5,900000,2700000
modern_tower_sec_generic_small,,tower_sec,Modern Sec Tower I,,534,2700000,,85,bismarck_tower_sec_c,1.39,,tower_sec,,"need(BC_Hood;BB_Modern_Austria;BB_Modern_Russia;BB_Semi_Japan;BB_Modern_France_Small;BB_British_Advanced;BB_Generic_Advanced;BB_British_N3;BB_British_G3), big_sec","tower_sec(1), night(22), aim(13), acc(10), fire_ex(16), size(18), tspot(3900), torpedo_detect(30)",,,,,,,,,,,,,,,,,,,534,400.5,900000,2700000
modern_tower_sec_generic_german_base_small6,,tower_sec,Medium Sec Tower III,,780,5950000,,55,bismarck_tower_sec_c,1.12,,tower_sec,,need(Heavy_Nurnberg),"tower_sec(1), night(22), aim(18), acc(18), fire_ex(16), size(17), tspot(4200), torpedo_detect(34)",,,,,,,,,,,,,,,,,,,780,585,900000,2700000
modern_tower_sec_generic_german_base_small5,,tower_sec,Medium Sec Tower II,,610,4700000,,50,bismarck_tower_sec_c,1.06,,tower_sec,,need(Heavy_Nurnberg),"tower_sec(1), night(20), aim(16), acc(16), fire_ex(15), size(15.5), tspot(3950), torpedo_detect(32)",,,,,,,,,,,,,,,,,,,610,457.5,900000,2700000
modern_tower_sec_generic_german_base_small4,,tower_sec,Medium Sec Tower I,,574,3900000,,45,bismarck_tower_sec_c,1,,tower_sec,,need(Heavy_Nurnberg),"tower_sec(1), night(18), aim(14), acc(14), fire_ex(14), size(14), tspot(3700), torpedo_detect(30)",,,,,,,,,,,,,,,,,,,574,430.5,900000,2700000
modern_tower_sec_generic_german_base_small3,,tower_sec,Small Sec Tower III,,380,2950000,,55,bismarck_tower_sec_c,0.87,,tower_sec,,need(Heavy_Nurnberg;Light_Nurnberg),"tower_sec(1), night(15), aim(11), acc(11), fire_ex(12), size(12), tspot(3500), torpedo_detect(24)",,,,,,,,,,,,,,,,,,,380,285,900000,2700000
modern_tower_sec_generic_german_base_small2,,tower_sec,Small Sec Tower II,,310,2300000,,50,bismarck_tower_sec_c,0.81,,tower_sec,,need(Heavy_Nurnberg;Light_Nurnberg),"tower_sec(1), night(13), aim(10), acc(9.5), fire_ex(11), size(11), tspot(3250), torpedo_detect(22)",,,,,,,,,,,,,,,,,,,310,232.5,900000,2700000
modern_tower_sec_generic_german_base_small,,tower_sec,Small Sec Tower I,,274,1900000,,45,bismarck_tower_sec_c,0.75,,tower_sec,,need(Heavy_Nurnberg;Light_Nurnberg),"tower_sec(1), night(11), aim(9), acc(8), fire_ex(10), size(10), tspot(3000), torpedo_detect(20)",,,,,,,,,,,,,,,,,,,274,205.5,900000,2700000
battleship_tower_sec_italy_1,0,tower_sec,Rear Tower XI,,600,4050000,,90,trento_tower_sec_a,1.35,,tower_sec,,need(BB_Modern_Italy),"tower_sec(1), night(35), aim(17), acc(15), acc_long(3), fire_ex(24), size(23), tspot(5700), torpedo_detect(50)",,,,,,,,,,,,,,,,,,,600,450,1350000,4050000
battlecruiser_tower_sec_italy_2,,tower_sec,Rear Tower X,,795,4275000,,85,trento_tower_sec_a,1.25,,tower_sec,,need(BB_Littorio;BC_Modern_Italy;CA_Large_Austria;CA_Heavy_Japan3;CA_Large_Russia;Pensacola),"tower_sec(1), night(30), aim(17), acc(14), fire_ex(22), size(21), tspot(5500), torpedo_detect(45)",,,,,,,,,,,,,,,,,,,795,596.25,1425000,4275000
battlecruiser_tower_sec_italy_1,,tower_sec,Rear Tower IX,,630,2850000,,82,trento_tower_sec_a,1.15,,tower_sec,,need(BC_Modern_Italy;CA_Large_Austria;CA_Heavy_Generic2;CA_Heavy_Japan3;CA_Large_Russia;Pensacola),"tower_sec(1), night(25), aim(15), acc(12), fire_ex(19.5), size(18.5), tspot(5000), torpedo_detect(40)",,,,,,,,,,,,,,,,,,,630,472.5,950000,2850000
modernized_sec_tower_sec_1,,tower_sec,Rear Tower VIII,,420,2160000,,55,trento_tower_sec_b,1.3,,tower_sec,,need(BB_Russia_Rebuilt;BB_Britain_Modernized),"tower_sec(1), night(28), aim(9), acc(7), fire_ex(14), size(9), tspot(3600), torpedo_detect(30)",,,,,,,,,,,,,,,,,,,420,315,720000,2160000
modern_tower_sec_littorio_9,,tower_sec,Enhanced Sec Tower IV,,1020,4350000,,180,littorio_tower_sec_a,1.275,,tower_sec,,need(BB_Littorio_Super;BB_Littorio),"tower_sec(1), night(39), aim(20.5), acc(14.5), acc_long(7.9), fire_ex(22), smoke(-22.5), size(17), tspot(4550), torpedo_detect(34)",,,,,,,,,,,,,,,,,,,1020,765,1450000,4350000
modern_tower_sec_littorio_8,,tower_sec,Enhanced Sec Tower III,,870,3900000,,165,littorio_tower_sec_a,1.135,,tower_sec,,need(BB_Littorio_Super;BB_Littorio),"tower_sec(1), night(37), aim(19), acc(13.5), acc_long(7), fire_ex(21), smoke(-21.5), size(16), tspot(4450), torpedo_detect(32)",,,,,,,,,,,,,,,,,,,870,652.5,1300000,3900000
modern_tower_sec_littorio_8_caversion,,tower_sec,Enhanced Sec Tower III,,870,3900000,,165,littorio_tower_sec_a,1.135,,tower_sec,,"need(CA_Russia_Heavy), needunlock(latecruisertowers_level_4)","tower_sec(1), night(37), aim(19), acc(13.5), acc_long(7), fire_ex(21), smoke(-21.5), size(16), tspot(4450), torpedo_detect(32)",,,,,,,,,,,,,,,,,,,870,652.5,1300000,3900000
modern_tower_sec_littorio_7_big,,tower_sec,Enhanced Sec Tower II,,750,3555000,,150,littorio_tower_sec_a,1.06,,tower_sec,,"need(BB_Littorio;BC_Littorio;CA_Russia_Heavy;CA_Russian_Petro), needunlock(late_BB_towers_level_4)","tower_sec(1), night(36), aim(18), acc(13), acc_long(6.5), fire_ex(19.5), smoke(-20), size(15), tspot(4350), torpedo_detect(31)",,,,,,,,,,,,,,,,,,,750,562.5,1185000,3555000
modern_tower_sec_littorio_7,,tower_sec,Enhanced Sec Tower I,,750,3555000,,150,littorio_tower_sec_a,1,,tower_sec,,need(BB_Littorio;BC_Littorio;CA_Russia_Heavy;CA_Russian_Petro),"tower_sec(1), night(35), aim(17), acc(12.5), acc_long(6), fire_ex(18.5), smoke(-19), size(14.5), tspot(4250), torpedo_detect(30)",,,,,,,,,,,,,,,,,,,750,562.5,1185000,3555000
modern_tower_sec_littorio_6,,tower_sec,Medium Sec Tower IV,,675,3150000,,140,littorio_tower_sec_b,1.3,,tower_sec,,need(BB_Littorio_Super),"tower_sec(1), night(34), aim(16), acc(12), acc_long(5), fire_ex(17.5), smoke(-18), size(14), tspot(4000), torpedo_detect(29)",,,,,,,,,,,,,,,,,,,675,506.25,1050000,3150000
modern_tower_sec_littorio_6_caversion,,tower_sec,Medium Sec Tower IV,,675,3150000,,140,littorio_tower_sec_b,1.3,,tower_sec,,"need(CA_Russian_Petro), needunlock(latecruisertowers_level_4)","tower_sec(1), night(34), aim(16), acc(12), acc_long(5), fire_ex(17.5), smoke(-18), size(14), tspot(4000), torpedo_detect(29)",,,,,,,,,,,,,,,,,,,675,506.25,1050000,3150000
modern_tower_sec_littorio_5,,tower_sec,Medium Sec Tower III,,555,2850000,,130,littorio_tower_sec_b,1.15,,tower_sec,,need(BB_Littorio_Super;BB_Littorio;BB_Modern_Italy2;BB_Modern_Italy;BB_Modern_China;BB_Izumo),"tower_sec(1), night(32), aim(15.5), acc(11.5), acc_long(4.5), fire_ex(16), smoke(-16.7), size(13.5), tspot(3900), torpedo_detect(28)",,,,,,,,,,,,,,,,,,,555,416.25,950000,2850000
modern_tower_sec_littorio_5_caversion,,tower_sec,Medium Sec Tower III,,555,2850000,,130,littorio_tower_sec_b,1.15,,tower_sec,,"need(CA_Russia_Heavy;CA_Russian_Petro), needunlock(latecruisertowers_level_3)","tower_sec(1), night(32), aim(15.5), acc(11.5), acc_long(4.5), fire_ex(16), smoke(-16.7), size(13.5), tspot(3900), torpedo_detect(28)",,,,,,,,,,,,,,,,,,,555,416.25,950000,2850000
modern_tower_sec_littorio_4_big,,tower_sec,Medium Sec Tower II,,534,2700000,,127,littorio_tower_sec_b,1.06,,tower_sec,,need(BB_Littorio;BC_Littorio;BB_Modern_Italy2;BB_Modern_Italy;BB_Modern_China;BB_Izumo;CA_Russia_Heavy;CA_Russian_Petro;CL_Scout_Mogami),"tower_sec(1), night(31), aim(14.5), acc(11), acc_long(4), fire_ex(13), smoke(-16), size(13), tspot(3700), torpedo_detect(26)",,,,,,,,,,,,,,,,,,,534,400.5,900000,2700000
modern_tower_sec_littorio_4,,tower_sec,Medium Sec Tower I,,510,2595000,,125,littorio_tower_sec_b,1,,tower_sec,,need(BB_Littorio;BC_Littorio;BB_Modern_Italy2;BB_Modern_Italy;BB_Modern_China;BB_Izumo;CA_Russia_Heavy;CA_Russian_Petro;CL_Scout_Mogami),"tower_sec(1), night(30), aim(13.5), acc(10.5), acc_long(3.5), fire_ex(12), smoke(-15.5), size(12.5), tspot(3500), torpedo_detect(24.5)",,,,,,,,,,,,,,,,,,,510,382.5,865000,2595000
modern_tower_sec_littorio_3,,tower_sec,Minor Sec Tower IV,,480,2445000,,120,littorio_tower_sec_c,1.3,,tower_sec,,"need(BB_Littorio_Super, BB_Littorio;BB_Modern_Italy2;BB_Modern_Italy;BB_Modern_China;BB_Izumo;CA_Russian_Petro), needunlock(latecruisertowers_level_4)","tower_sec(1), night(29.5), aim(12.5), acc(10), acc_long(3.5), fire_ex(11), smoke(-14.5), size(11.8), tspot(3400), torpedo_detect(23)",,,,,,,,,,,,,,,,,,,480,360,815000,2445000
modern_tower_sec_littorio_2,,tower_sec,Minor Sec Tower III,,420,2250000,,115,littorio_tower_sec_c,1.15,,tower_sec,,"need(BB_Littorio_Super, BB_Littorio;BB_Modern_Italy2;BB_Modern_Italy;BB_Modern_China;BB_Izumo;CA_Russian_Petro;Pensacola), needunlock(latecruisertowers_level_3;)","tower_sec(1), night(27.5), aim(12), acc(9.5), acc_long(3), fire_ex(10.5), smoke(-13.5), size(11), tspot(3300), torpedo_detect(22)",,,,,,,,,,,,,,,,,,,420,315,750000,2250000
modern_tower_sec_littorio_1_big,,tower_sec,Minor Sec Tower II,,396,2160000,,110,littorio_tower_sec_c,1.06,,tower_sec,,need(BB_Littorio;BC_Littorio;BB_Modern_Italy2;BB_Modern_Italy;BB_Modern_China;BB_Izumo;CA_Italy_LowFreeboard;CA_Russian_Petro;CL_Scout_Mogami;Pensacola),"tower_sec(1), night(26.5), aim(11.5), acc(9), acc_long(2.5), fire_ex(10), smoke(-12.5), size(10.5), tspot(3200), torpedo_detect(20)",,,,,,,,,,,,,,,,,,,396,297,720000,2160000
modern_tower_sec_littorio_1,,tower_sec,Minor Sec Tower I,,360,2040000,,105,littorio_tower_sec_c,1,,tower_sec,,need(BB_Littorio;BC_Littorio;BB_Modern_Italy2;BB_Modern_Italy;BB_Modern_China;BB_Izumo;CA_Italy_LowFreeboard;CA_Russian_Petro;CL_Scout_Mogami;Pensacola),"tower_sec(1), night(25), aim(11), acc(8.5), acc_long(2), fire_ex(9.5), smoke(-11.5), size(10), tspot(3100), torpedo_detect(18)",,,,,,,,,,,,,,,,,,,360,270,680000,2040000
battlecruiser_tower_sec_small_pola,,tower_sec,Rear Tower VII,,330,1950000,,50,pola_tower_sec_b,1.05,,tower_sec,,"need(BB_Semi_Japan;Small_Deck;BB_Russia_Rebuilt;BB_British_Advanced;Pensacola), needunlock(late_BB_towers_level_3)","tower_sec(1), night(27), aim(7), acc(6.5), fire_ex(13), size(8), tspot(3000), torpedo_detect(25)",,,,,,,,,,,,,,,,,,,330,247.5,650000,1950000
battlecruiser_sec_hood_2,,tower_sec,Antenna Tower,,180,525000,,25,warrior_tower_sec_a,0.9,,tower_sec,,need(BB_Semi_Japan;BB_Russia_Rebuilt;BB_British_Advanced),"tower_sec(1), night(25), aim(5), acc(5), fire_ex(10), radio(40), size(5), tspot(2000), torpedo_detect(20)",,,,,,,,,,,,,,,,,,,180,135,175000,525000
battlecruiser_sec_hood_3_ca,,tower_sec,Antenna Tower III,,138,525000,,22,warrior_tower_sec_a,0.7,,tower_sec,,need(CA_Large_Rurik),"tower_sec(1), night(20), aim(4), acc(2.5), fire_ex(7), radio(40), size(3), tspot(1700), torpedo_detect(10)",,,,,,,,,,,,,,,,,,,138,103.5,175000,525000
battlecruiser_sec_hood_2_ca,,tower_sec,Antenna Tower II,,120,435000,,22,warrior_tower_sec_a,0.65,,tower_sec,,need(CA_Large_Rurik;CL_Russia_Small),"tower_sec(1), night(20), aim(3), acc(2), fire_ex(6), radio(35), size(2.5), tspot(1600), torpedo_detect(9)",,,,,,,,,,,,,,,,,,,120,90,145000,435000
battlecruiser_sec_hood_1_ca,,tower_sec,Antenna Tower I,,105,345000,,20,warrior_tower_sec_a,0.6,,tower_sec,,need(CA_Large_Rurik;CL_Russia_Small),"tower_sec(1), night(20), aim(2), acc(1.5), fire_ex(5), radio(30), size(2), tspot(1500), torpedo_detect(8)",,,,,,,,,,,,,,,,,,,105,78.75,115000,345000
