#id (do not edit),enabled / disabled,caliber in mm,sub-name,country override (several),ship type override (several),"model, grade N","scaling, grade N","scaling, grade N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@name,enabled,#mm,subName,countries,shipTypes,model_1,scale_1,max_scale_1,weight_modifier_1,caliber_length_modifier_1,model_2,scale_2,max_scale_2,weight_modifier_2,caliber_length_modifier_2,model_3,scale_3,max_scale_3,weight_modifier_3,caliber_length_modifier_3,model_4,scale_4,max_scale_4,weight_modifier_4,caliber_length_modifier_4,model_5,scale_5,max_scale_5,weight_modifier_5,caliber_length_modifier_5,#,#,#,#,#,#,#,#,#,#
gun_5_x2_argentina,,127,gun_5_x2,argentina,,maine_gun_152_x2,1.1,1.17,0.8,,maine_gun_152_x2,1.1,1.17,0.8,,dreadnought_gun_178_x2,1.025,1.096875,1.2,,atl_gun_125_x2,1,0.975,1.18,,atl_gun_125_x2,1.025,1.096875,1.2,,,,,,,,,,,
gun_5_x3_argentina,,127,gun_5_x3,argentina,,maine_gun_152_x3,1.1,1.17,0.8,,maine_gun_152_x3,1.1,1.17,0.8,,dreadnought_gun_178_x3,1.025,1.096875,1.2,,atl_gun_125_x3,1,0.975,1.18,,atl_gun_125_x3,1.025,1.096875,1.2,,,,,,,,,,,
gun_6_x1_argentina,,152,gun_6_x1,argentina,,maine_gun_152_x1,1.21,1.287,0.8,,maine_gun_152_x1,1.21,1.287,0.8,,dd_s_gun_c_102_x1,1.55,1.6,1.2,,dd_s_gun_c_102_x1,1.55,1.6,1.2,,brooklyn_gun_152_x1,1.0125,1.08590625,1.33,,,,,,,,,,,
gun_6_x2_argentina,,152,gun_6_x2,argentina,,maine_gun_152_x2,1.21,1.287,0.8,,maine_gun_152_x2,1.21,1.287,0.8,,dreadnought_gun_178_x2,1.125,1.225,1.18,,brooklyn_gun_152_x2,1,1.0725,1.3,,brooklyn_gun_152_x2,1.0125,1.08590625,1.33,,,,,,,,,,,
gun_6_x3_argentina,,152,gun_6_x3,argentina,,maine_gun_152_x3,1.21,1.287,0.8,,maine_gun_152_x3,1.21,1.287,0.8,,dreadnought_gun_178_x3,1.125,1.225,1.18,,brooklyn_gun_152_x3,1,1.0725,1.3,,brooklyn_gun_152_x3,1.0125,1.08590625,1.33,,,,,,,,,,,
gun_7_x1_argentina,,178,gun_7_x1,argentina,,maine_gun_254_x1,0.95,0.9945,1.165,,maine_gun_254_x1_b,0.961875,1.00693125,1.185,,maine_gun_254_x1_b,1.063125,1.110585938,1.2,,brooklyn_gun_152_x1,1.1,1.17,1.3,,brooklyn_gun_152_x1,1.11375,1.184625,1.32,,,,,,,,,,,
gun_7_x2_argentina,,178,gun_7_x2,argentina,,maine_gun_254_x2,0.95,0.9945,1.165,,maine_gun_254_x2_b,0.961875,1.00693125,1.185,,maine_gun_254_x2_b,1.063125,1.110585938,1.2,,brooklyn_gun_152_x2,1.1,1.17,1.3,,brooklyn_gun_152_x2,1.11375,1.184625,1.32,,,,,,,,,,,
gun_7_x3_argentina,,178,gun_7_x3,argentina,,maine_gun_254_x3,0.95,0.9945,1.165,,maine_gun_254_x3_b,0.961875,1.00693125,1.185,,maine_gun_254_x3_b,1.063125,1.110585938,1.2,,brooklyn_gun_152_x3,1.1,1.17,1.3,,brooklyn_gun_152_x3,1.11375,1.184625,1.32,,,,,,,,,,,
gun_8_x1_argentina,,203,gun_8_x1,argentina,,maine_gun_254_x1,1.02,1.08225,1.165,,maine_gun_254_x1_b,1.03275,1.095778125,1.185,,ny_gun_356_x1,0.849536509,0.871892733,1.27,,brooklyn_gun_b_152_x1,1.175,1.21875,1.3,,brooklyn_gun_b_152_x1,1.1896875,1.233984375,1.32,,,,,,,,,,,
gun_8_x2_argentina,,203,gun_8_x2,argentina,,maine_gun_254_x2,1.02,1.08225,1.165,,maine_gun_254_x2_b,1.03275,1.095778125,1.185,,ny_gun_356_x2,0.849536509,0.871892733,1.27,,brooklyn_gun_b_152_x2,1.175,1.21875,1.3,,brooklyn_gun_b_152_x2,1.1896875,1.233984375,1.32,,,,,,,,,,,
gun_8_x3_argentina,,203,gun_8_x3,argentina,,maine_gun_254_x3,1.02,1.08225,1.165,,maine_gun_254_x3_b,1.03275,1.095778125,1.185,,ny_gun_356_x3,0.849536509,0.871892733,1.27,,brooklyn_gun_b_152_x3,1.175,1.21875,1.3,,brooklyn_gun_b_152_x3,1.1896875,1.233984375,1.32,,,,,,,,,,,
gun_9_x1_argentina,,229,gun_9_x1,argentina,,maine_gun_254_x1_a,0.95,1.02375,1.15,,maine_gun_254_x1_b,0.961875,1.036546875,1.17,,ny_gun_356_x1,0.894248957,0.917781825,1.27,,brooklyn_gun_b_152_x1,1.25,1.291875,1.3,,brooklyn_gun_b_152_x1,1.265625,1.308023438,1.32,,,,,,,,,,,
gun_9_x2_argentina,,229,gun_9_x2,argentina,,maine_gun_254_x2_a,0.95,1.02375,1.15,,maine_gun_254_x2_b,0.961875,1.036546875,1.17,,ny_gun_356_x2,0.894248957,0.917781825,1.27,,brooklyn_gun_b_152_x2,1.25,1.291875,1.3,,brooklyn_gun_b_152_x2,1.265625,1.308023438,1.32,,,,,,,,,,,
gun_9_x3_argentina,,229,gun_9_x3,argentina,,maine_gun_254_x3_a,0.95,1.02375,1.15,,maine_gun_254_x3_b,0.961875,1.036546875,1.17,,ny_gun_356_x3,0.894248957,0.917781825,1.27,,brooklyn_gun_b_152_x3,1.25,1.291875,1.3,,brooklyn_gun_b_152_x3,1.265625,1.308023438,1.32,,,,,,,,,,,
gun_10_x1_argentina,,254,gun_10_x1,argentina,,maine_gun_254_x1_a,1.05,1.12125,1.15,,ny_gun_356_x1,0.918355797,0.942523055,1.2,,ny_gun_356_x1,0.941314692,0.966086131,1.22,,brooklyn_gun_b_152_x1,1.325,1.365,1.3,,brooklyn_gun_b_152_x1,1.3415625,1.3820625,1.32,,,,,,,,,,,
gun_10_x2_argentina,,254,gun_10_x2,argentina,,maine_gun_254_x2_a,1.05,1.12125,1.15,,ny_gun_356_x2,0.918355797,0.942523055,1.2,,ny_gun_356_x2,0.941314692,0.966086131,1.22,,brooklyn_gun_b_152_x2,1.325,1.365,1.3,,brooklyn_gun_b_152_x2,1.3415625,1.3820625,1.32,,,,,,,,,,,
gun_10_x3_argentina,,254,gun_10_x3,argentina,,maine_gun_254_x3_a,1.05,1.12125,1.15,,ny_gun_356_x3,0.918355797,0.942523055,1.2,,ny_gun_356_x3,0.941314692,0.966086131,1.22,,brooklyn_gun_b_152_x3,1.325,1.365,1.3,,brooklyn_gun_b_152_x3,1.3415625,1.3820625,1.32,,,,,,,,,,,
gun_11_x1_argentina,,279,gun_11_x1,argentina,,maine_gun_254_x1_a,1.15,1.31625,1.15,,ny_gun_356_x1,0.966690313,0.992129531,1.2,,ny_gun_356_x1,0.99085757,1.01693277,1.22,,brooklyn_gun_b_152_x1,1.4,1.438125,1.3,,iowa_gun_406_x1,0.6875,0.706875,1.33,,,,,,,,,,,
gun_11_x2_argentina,,279,gun_11_x2,argentina,,maine_gun_254_x2_a,1.15,1.31625,1.15,,ny_gun_356_x2,0.966690313,0.992129531,1.2,,ny_gun_356_x2,0.99085757,1.01693277,1.22,,brooklyn_gun_b_152_x2,1.4,1.438125,1.3,,iowa_gun_406_x2,0.6875,0.706875,1.33,,,,,,,,,,,
gun_11_x3_argentina,,279,gun_11_x3,argentina,,maine_gun_254_x3_a,1.15,1.31625,1.15,,ny_gun_356_x3,0.966690313,0.992129531,1.2,,ny_gun_356_x3,0.99085757,1.01693277,1.22,,brooklyn_gun_b_152_x3,1.4,1.438125,1.3,,iowa_gun_406_x3,0.6875,0.706875,1.33,,,,,,,,,,,
gun_12_x1_argentina,,305,gun_12_x1,argentina,,maine_gun_254_x1_a,1.35,1.56,1.15,,ny_gun_356_x1,1.01756875,1.044346875,1.2,,ny_gun_356_x1,1.043007969,1.070455547,1.22,,brooklyn_gun_b_152_x1,1.475,1.51125,1.3,,iowa_gun_406_x1,0.725,0.737429063,1.33,,,,,,,,,,,
gun_12_x2_argentina,,305,gun_12_x2,argentina,,maine_gun_254_x2_a,1.35,1.56,1.15,,ny_gun_356_x2,1.01756875,1.044346875,1.2,,ny_gun_356_x2,1.043007969,1.070455547,1.22,,brooklyn_gun_b_152_x2,1.475,1.51125,1.3,,iowa_gun_406_x2,0.725,0.737429063,1.33,,,,,,,,,,,
gun_12_x3_argentina,,305,gun_12_x3,argentina,,maine_gun_254_x3_a,1.35,1.56,1.15,,ny_gun_356_x3,1.01756875,1.044346875,1.2,,ny_gun_356_x3,1.043007969,1.070455547,1.22,,brooklyn_gun_b_152_x3,1.475,1.51125,1.3,,iowa_gun_406_x3,0.725,0.737429063,1.33,,,,,,,,,,,
gun_13_x1_argentina,,330,gun_13_x1,argentina,,maine_gun_254_x1_a,1.6,1.755,1.15,,ny_gun_356_x1,1.071125,1.0993125,1.2,,ny_gun_356_x1,1.097903125,1.126795313,1.22,,brooklyn_gun_b_152_x1,1.55,1.584375,1.3,,iowa_gun_406_x1,0.7563375,0.791724375,1.33,,,,,,,,,,,
gun_13_x2_argentina,,330,gun_13_x2,argentina,,maine_gun_254_x2_a,1.6,1.755,1.15,,ny_gun_356_x2,1.071125,1.0993125,1.2,,ny_gun_356_x2,1.097903125,1.126795313,1.22,,brooklyn_gun_b_152_x2,1.55,1.584375,1.3,,iowa_gun_406_x2,0.7563375,0.791724375,1.33,,,,,,,,,,,
gun_13_x3_argentina,,330,gun_13_x3,argentina,,maine_gun_254_x3_a,1.6,1.755,1.15,,ny_gun_356_x3,1.071125,1.0993125,1.2,,ny_gun_356_x3,1.097903125,1.126795313,1.22,,brooklyn_gun_b_152_x3,1.55,1.584375,1.3,,iowa_gun_406_x3,0.7563375,0.791724375,1.33,,,,,,,,,,,
gun_14_x1_argentina,,356,gun_14_x1,argentina,,ny_gun_356_x1,1.1,1.12125,1.18,,ny_gun_356_x1,1.1275,1.14928125,1.2,,ny_gun_356_x1,1.1556875,1.178013281,1.22,,brooklyn_gun_b_152_x1,1.625,1.6575,1.3,,iowa_gun_406_x1,0.812025,0.847006875,1.33,,,,,,,,,,,
gun_14_x2_argentina,,356,gun_14_x2,argentina,,ny_gun_356_x2,1.1,1.12125,1.18,,ny_gun_356_x2,1.1275,1.14928125,1.2,,ny_gun_356_x2,1.1556875,1.178013281,1.22,,brooklyn_gun_b_152_x2,1.625,1.6575,1.3,,iowa_gun_406_x2,0.812025,0.847006875,1.33,,,,,,,,,,,
gun_14_x3_argentina,,356,gun_14_x3,argentina,,ny_gun_356_x3,1.1,1.12125,1.18,,ny_gun_356_x3,1.1275,1.14928125,1.2,,ny_gun_356_x3,1.1556875,1.178013281,1.22,,brooklyn_gun_b_152_x3,1.625,1.6575,1.3,,iowa_gun_406_x3,0.812025,0.847006875,1.33,,,,,,,,,,,
gun_15_x1_argentina,,381,gun_15_x1,argentina,,ny_gun_356_x1,1.15,1.1895,1.18,,ny_gun_356_x1,1.17875,1.2192375,1.2,,ny_gun_356_x1,1.20821875,1.249718438,1.22,,brooklyn_gun_b_152_x1,1.7,1.730625,1.3,,iowa_gun_406_x1,0.868725,0.901302188,1.33,,,,,,,,,,,
gun_15_x2_argentina,,381,gun_15_x2,argentina,,ny_gun_356_x2,1.15,1.1895,1.18,,ny_gun_356_x2,1.17875,1.2192375,1.2,,ny_gun_356_x2,1.20821875,1.249718438,1.22,,brooklyn_gun_b_152_x2,1.7,1.730625,1.3,,iowa_gun_406_x2,0.868725,0.901302188,1.33,,,,,,,,,,,
gun_15_x3_argentina,,381,gun_15_x3,argentina,,ny_gun_356_x3,1.15,1.1895,1.18,,ny_gun_356_x3,1.17875,1.2192375,1.2,,ny_gun_356_x3,1.20821875,1.249718438,1.22,,brooklyn_gun_b_152_x3,1.7,1.730625,1.3,,iowa_gun_406_x3,0.868725,0.901302188,1.33,,,,,,,,,,,
gun_16_x1_argentina,,406,gun_16_x1,argentina,,ny_gun_356_x1,1.22,1.287,1.18,,ny_gun_356_x1,1.2505,1.319175,1.2,,brooklyn_gun_b_152_x1,1.748375,1.77669375,1.28,,brooklyn_gun_b_152_x1,1.775,1.80375,1.3,,iowa_gun_406_x1,0.9244125,0.956584688,1.33,,,,,,,,,,,
gun_16_x2_argentina,,406,gun_16_x2,argentina,,ny_gun_356_x2,1.22,1.287,1.18,,ny_gun_356_x2,1.2505,1.319175,1.2,,brooklyn_gun_b_152_x2,1.748375,1.77669375,1.28,,brooklyn_gun_b_152_x2,1.775,1.80375,1.3,,iowa_gun_406_x2,0.9244125,0.956584688,1.33,,,,,,,,,,,
gun_16_x3_argentina,,406,gun_16_x3,argentina,,ny_gun_356_x3,1.22,1.287,1.18,,ny_gun_356_x3,1.2505,1.319175,1.2,,brooklyn_gun_b_152_x3,1.748375,1.77669375,1.28,,brooklyn_gun_b_152_x3,1.775,1.80375,1.3,,iowa_gun_406_x3,0.9244125,0.956584688,1.33,,,,,,,,,,,
gun_17_x1_argentina,,432,gun_17_x1,argentina,,ny_gun_356_x1,1.32,1.3845,1.2,,iowa_gun_406_x1,0.940148025,0.973402487,1.27,,iowa_gun_406_x1,0.954465,0.988225875,1.29,,iowa_gun_406_x1,0.969,1.003275,1.31,,iowa_gun_406_x1,0.9811125,1.015815938,1.33,,,,,,,,,,,
gun_17_x2_argentina,,432,gun_17_x2,argentina,,ny_gun_356_x2,1.32,1.3845,1.2,,iowa_gun_406_x2,0.940148025,0.973402487,1.27,,iowa_gun_406_x2,0.954465,0.988225875,1.29,,iowa_gun_406_x2,0.969,1.003275,1.31,,iowa_gun_406_x2,0.9811125,1.015815938,1.33,,,,,,,,,,,
gun_17_x3_argentina,,432,gun_17_x3,argentina,,ny_gun_356_x3,1.32,1.3845,1.2,,iowa_gun_406_x3,0.940148025,0.973402487,1.27,,iowa_gun_406_x3,0.954465,0.988225875,1.29,,iowa_gun_406_x3,0.969,1.003275,1.31,,iowa_gun_406_x3,0.9811125,1.015815938,1.33,,,,,,,,,,,
gun_18_x1_argentina,,457,gun_18_x1,argentina,,ny_gun_356_x1,1.42,1.482,1.21,,iowa_gun_406_x1,0.998361525,1.020700956,1.27,,iowa_gun_406_x1,1.013565,1.036244625,1.29,,iowa_gun_406_x1,1.029,1.052025,1.31,,iowa_gun_406_x1,1.0418625,1.065175313,1.33,,,,,,,,,,,
gun_18_x2_argentina,,457,gun_18_x2,argentina,,ny_gun_356_x2,1.42,1.482,1.21,,iowa_gun_406_x2,0.998361525,1.020700956,1.27,,iowa_gun_406_x2,1.013565,1.036244625,1.29,,iowa_gun_406_x2,1.029,1.052025,1.31,,iowa_gun_406_x2,1.0418625,1.065175313,1.33,,,,,,,,,,,
gun_18_x3_argentina,,457,gun_18_x3,argentina,,ny_gun_356_x3,1.42,1.482,1.21,,iowa_gun_406_x3,0.998361525,1.020700956,1.27,,iowa_gun_406_x3,1.013565,1.036244625,1.29,,iowa_gun_406_x3,1.029,1.052025,1.31,,iowa_gun_406_x3,1.0418625,1.065175313,1.33,,,,,,,,,,,
gun_19_x1_argentina,,483,gun_19_x1,argentina,,ny_gun_356_x1,1.52,1.5795,1.22,,iowa_gun_406_x1,1.046872775,1.067999424,1.27,,iowa_gun_406_x1,1.062815,1.084263375,1.29,,iowa_gun_406_x1,1.079,1.100775,1.31,,iowa_gun_406_x1,1.0924875,1.114534688,1.33,,,,,,,,,,,
gun_19_x2_argentina,,483,gun_19_x2,argentina,,ny_gun_356_x2,1.52,1.5795,1.22,,iowa_gun_406_x2,1.046872775,1.067999424,1.27,,iowa_gun_406_x2,1.062815,1.084263375,1.29,,iowa_gun_406_x2,1.079,1.100775,1.31,,iowa_gun_406_x2,1.0924875,1.114534688,1.33,,,,,,,,,,,
gun_19_x3_argentina,,483,gun_19_x3,argentina,,ny_gun_356_x3,1.52,1.5795,1.22,,iowa_gun_406_x3,1.046872775,1.067999424,1.27,,iowa_gun_406_x3,1.062815,1.084263375,1.29,,iowa_gun_406_x3,1.079,1.100775,1.31,,iowa_gun_406_x3,1.0924875,1.114534688,1.33,,,,,,,,,,,
gun_20_x1_argentina,,508,gun_20_x1,argentina,,ny_gun_356_x1,1.62,1.677,1.23,,iowa_gun_406_x1,1.095384025,1.123875,1.27,,iowa_gun_406_x1,1.112065,1.137923438,1.29,,iowa_gun_406_x1,1.129,1.15214748,1.31,,iowa_gun_406_x1,1.1431125,1.166549324,1.33,,,,,,,,,,,
gun_20_x2_argentina,,508,gun_20_x2,argentina,,ny_gun_356_x2,1.62,1.677,1.23,,iowa_gun_406_x2,1.095384025,1.123875,1.27,,iowa_gun_406_x2,1.112065,1.137923438,1.29,,iowa_gun_406_x2,1.129,1.15214748,1.31,,iowa_gun_406_x2,1.1431125,1.166549324,1.33,,,,,,,,,,,
gun_20_x3_argentina,,508,gun_20_x3,argentina,,ny_gun_356_x3,1.62,1.677,1.23,,iowa_gun_406_x3,1.095384025,1.123875,1.27,,iowa_gun_406_x3,1.112065,1.137923438,1.29,,iowa_gun_406_x3,1.129,1.15214748,1.31,,iowa_gun_406_x3,1.1431125,1.166549324,1.33,,,,,,,,,,,
###,,,###,,,QUAD GUNS ARGENTINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x4_argentina,,51,gun_2_x4,argentina,,,,,,,,,,,,,,,,,richelieu_gun_120_x4,1.05,1.12125,1.14,,richelieu_gun_120_x4,1.063125,1.135265625,1.16,,,,,,,,,,,
gun_3_x4_argentina,,76,gun_3_x4,argentina,,,,,,,,,,,,,,,,,richelieu_gun_120_x4,1.15,1.21875,1.14,,richelieu_gun_120_x4,1.164375,1.233984375,1.16,,,,,,,,,,,
gun_6_x4_argentina,,152,gun_6_x4,argentina,,,,,,,,,,,,,,,,,brooklyn_gun_152_x4,1,1.0725,1.3,,brooklyn_gun_152_x4,1.0125,1.08590625,1.32,,,,,,,,,,,
gun_7_x4_argentina,,178,gun_7_x4,argentina,,,,,,,,,,,,,,,,,brooklyn_gun_152_x4,1.1,1.145625,1.3,,brooklyn_gun_152_x4,1.11375,1.159945313,1.32,,,,,,,,,,,
gun_8_x4_argentina,,203,gun_8_x4,argentina,,ny_gun_356_x4,0.8,0.82875,1.18,,ny_gun_356_x4,0.82,0.84946875,1.2,,ny_gun_356_x4,0.8405,0.870705469,1.22,,brooklyn_gun_b_152_x4,1.175,1.21875,1.3,,brooklyn_gun_b_152_x4,1.1896875,1.233984375,1.32,,,,,,,,,,,
gun_9_x4_argentina,,229,gun_9_x4,argentina,,ny_gun_356_x4,0.85,0.8775,1.18,,ny_gun_356_x4,0.87125,0.8994375,1.2,,ny_gun_356_x4,0.89303125,0.921923438,1.22,,brooklyn_gun_b_152_x4,1.25,1.291875,1.3,,brooklyn_gun_b_152_x4,1.265625,1.308023438,1.32,,,,,,,,,,,
gun_10_x4_argentina,,254,gun_10_x4,argentina,,ny_gun_356_x4,0.9,0.92625,1.18,,ny_gun_356_x4,0.9225,0.94940625,1.2,,ny_gun_356_x4,0.9455625,0.973141406,1.22,,brooklyn_gun_b_152_x4,1.325,1.365,1.3,,brooklyn_gun_b_152_x4,1.3415625,1.3820625,1.32,,,,,,,,,,,
gun_11_x4_argentina,,279,gun_11_x4,argentina,,ny_gun_356_x4,0.95,0.975,1.18,,ny_gun_356_x4,0.97375,0.999375,1.2,,ny_gun_356_x4,0.99809375,1.024359375,1.22,,brooklyn_gun_b_152_x4,1.4,1.438125,1.3,,brooklyn_gun_b_152_x4,1.4175,1.456101563,1.32,,,,,,,,,,,
gun_12_x4_argentina,,305,gun_12_x4,argentina,,ny_gun_356_x4,1,1.02375,1.18,,ny_gun_356_x4,1.025,1.04934375,1.2,,ny_gun_356_x4,1.050625,1.075577344,1.22,,brooklyn_gun_b_152_x4,1.475,1.51125,1.3,,brooklyn_gun_b_152_x4,1.4934375,1.530140625,1.32,,,,,,,,,,,
gun_13_x4_argentina,,330,gun_13_x4,argentina,,ny_gun_356_x4,1.05,1.0725,1.18,,ny_gun_356_x4,1.07625,1.0993125,1.2,,ny_gun_356_x4,1.10315625,1.126795313,1.22,,brooklyn_gun_b_152_x4,1.55,1.584375,1.3,,brooklyn_gun_b_152_x4,1.569375,1.604179688,1.32,,,,,,,,,,,
gun_14_x4_argentina,,356,gun_14_x4,argentina,,ny_gun_356_x4,1.1,1.12125,1.18,,ny_gun_356_x4,1.1275,1.14928125,1.2,,ny_gun_356_x4,1.1556875,1.178013281,1.22,,brooklyn_gun_b_152_x4,1.625,1.6575,1.3,,brooklyn_gun_b_152_x4,1.6453125,1.67821875,1.32,,,,,,,,,,,
gun_15_x4_argentina,,381,gun_15_x4,argentina,,ny_gun_356_x4,1.15,1.1895,1.18,,ny_gun_356_x4,1.17875,1.2192375,1.2,,ny_gun_356_x4,1.20821875,1.249718438,1.22,,brooklyn_gun_b_152_x4,1.7,1.779375,1.3,,brooklyn_gun_b_152_x4,1.72125,1.801617188,1.32,,,,,,,,,,,
gun_16_x4_argentina,,406,gun_16_x4,argentina,,ny_gun_356_x4,1.22,1.287,1.18,,ny_gun_356_x4,1.2505,1.319175,1.2,,brooklyn_gun_b_152_x4,1.825,1.90125,1.28,,brooklyn_gun_b_152_x4,1.825,1.90125,1.3,,brooklyn_gun_b_152_x4,1.8478125,1.925015625,1.32,,,,,,,,,,,
gun_17_x4_argentina,,432,gun_17_x4,argentina,,ny_gun_356_x4,1.32,1.3845,1.2,,brooklyn_gun_b_152_x4,1.95,2.023125,1.26,,brooklyn_gun_b_152_x4,1.95,2.023125,1.28,,brooklyn_gun_b_152_x4,1.95,2.023125,1.3,,brooklyn_gun_b_152_x4,1.974375,2.048414063,1.32,,,,,,,,,,,
gun_18_x4_argentina,,457,gun_18_x4,argentina,,ny_gun_356_x4,1.42,1.482,1.21,,brooklyn_gun_b_152_x4,2.075,2.145,1.26,,brooklyn_gun_b_152_x4,2.075,2.145,1.28,,brooklyn_gun_b_152_x4,2.075,2.145,1.3,,brooklyn_gun_b_152_x4,2.1009375,2.1718125,1.32,,,,,,,,,,,
gun_19_x4_argentina,,483,gun_19_x4,argentina,,ny_gun_356_x4,1.52,1.5795,1.22,,brooklyn_gun_b_152_x4,2.2,2.266875,1.26,,brooklyn_gun_b_152_x4,2.2,2.266875,1.28,,brooklyn_gun_b_152_x4,2.2,2.266875,1.3,,brooklyn_gun_b_152_x4,2.2275,2.295210938,1.32,,,,,,,,,,,
gun_20_x4_argentina,,508,gun_20_x4,argentina,,ny_gun_356_x4,1.62,1.677,1.23,,brooklyn_gun_b_152_x4,2.325,2.38875,1.26,,brooklyn_gun_b_152_x4,2.325,2.38875,1.28,,brooklyn_gun_b_152_x4,2.325,2.38875,1.3,,brooklyn_gun_b_152_x4,2.3540625,2.418609375,1.32,,,,,,,,,,,
###,,,###,,,GREECE GUNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x1_greece,,51,gun_2_x1,greece,,brandenburg_gun_76_x1,0.8,0.975,0.7,,brandenburg_gun_76_x1,0.825,0.99,0.7,,jap_tb_gun_76_x1,1.2,1.33575,0.6,,hood_gun_140_x1,0.875,0.901875,1,,iowa_gun_127_x1,0.8,0.975,1,,,,,,,,,,,
gun_2_x2_greece,,51,gun_2_x2,greece,,dreadnought_gun_178_x2,0.7,0.73125,4,,dreadnought_gun_178_x2,0.725,0.755625,4.05,,dreadnought_gun_178_x2,0.75,0.78,4.1,,hood_gun_140_x2,0.875,0.901875,1,,iowa_gun_127_x2,0.8,0.975,1,,,,,,,,,,,
gun_2_x3_greece,,51,gun_2_x3,greece,,dreadnought_gun_178_x3,0.7,0.73125,4,,dreadnought_gun_178_x3,0.725,0.755625,4.05,,dreadnought_gun_178_x3,0.75,0.78,4.1,,hood_gun_140_x3,0.875,0.901875,1,,iowa_gun_127_x3,0.8,0.975,1,,,,,,,,,,,
gun_3_x1_greece,,76,gun_3_x1,greece,,brandenburg_gun_76_x1,1,1.17,0.7,,brandenburg_gun_76_x1,1.025,1.185,0.7,,jap_tb_gun_76_x1,1.37,1.46,0.6,,hood_gun_140_x1,0.925,0.975,1,,iowa_gun_127_x1,1,1.185,1,,,,,,,,,,,
gun_3_x2_greece,,76,gun_3_x2,greece,,dreadnought_gun_178_x2,0.75,0.853125,4,,dreadnought_gun_178_x2,0.775,0.8775,4.05,,dreadnought_gun_178_x2,0.8,0.901875,4.1,,hood_gun_140_x2,0.925,0.975,1,,iowa_gun_127_x2,1,1.185,1,,,,,,,,,,,
gun_3_x3_greece,,76,gun_3_x3,greece,,dreadnought_gun_178_x3,0.75,0.853125,4,,dreadnought_gun_178_x3,0.775,0.8775,4.05,,dreadnought_gun_178_x3,0.8,0.901875,4.1,,hood_gun_140_x3,0.925,0.975,1,,iowa_gun_127_x3,1,1.185,1,,,,,,,,,,,
gun_4_x1_greece,,102,gun_4_x1,greece,,maine_gun_152_x1,1,1.0725,0.8,,maine_gun_152_x1,1,1.0725,0.8,,dd_s_gun_c_102_x1,1.1,1.291875,1.1,,spee_gun_150_x1,1.05,1.21875,1.15,,spee_gun_150_x1,1.05,1.21875,1.15,,,,,,,,,,,
gun_4_x2_greece,,102,gun_4_x2,greece,,maine_gun_152_x2,1,1.0725,0.8,,maine_gun_152_x2,1,1.0725,0.8,,dreadnought_gun_178_x2,0.9,0.999375,2.44,,spee_gun_150_x2,1.05,1.21875,1.15,,yamato_gun_155_x2,0.9086625,0.95077125,1.32,,,,,,,,,,,
gun_4_x3_greece,,102,gun_4_x3,greece,,maine_gun_152_x3,1,1.0725,0.8,,maine_gun_152_x3,1,1.0725,0.8,,dreadnought_gun_178_x3,0.9,0.999375,2.44,,yamato_gun_155_x3,0.9086625,0.95077125,1.3,,yamato_gun_155_x3,0.9086625,0.95077125,1.32,,,,,,,,,,,
gun_5_x1_greece,,127,gun_5_x1,greece,,maine_gun_152_x1,1.1,1.17,0.8,,maine_gun_152_x1,1.1,1.17,0.8,,dd_s_gun_c_102_x1,1.325,1.535625,1.1,,spee_gun_150_x1,1.25,1.4625,1.15,,spee_gun_150_x1,1.25,1.4625,1.15,,,,,,,,,,,
gun_5_x2_greece,,127,gun_5_x2,greece,,maine_gun_152_x2,1.1,1.17,0.8,,maine_gun_152_x2,1.1,1.17,0.8,,dreadnought_gun_178_x2,1.025,1.096875,1.2,,spee_gun_150_x2,1.25,1.4625,1.15,,yamato_gun_155_x2,0.93,0.955,1.32,,,,,,,,,,,
gun_5_x3_greece,,127,gun_5_x3,greece,,maine_gun_152_x3,1.1,1.17,0.8,,maine_gun_152_x3,1.1,1.17,0.8,,dreadnought_gun_178_x3,1.025,1.096875,1.2,,yamato_gun_155_x3,0.905,0.96760125,1.3,,yamato_gun_155_x3,0.93,0.955,1.32,,,,,,,,,,,
gun_6_x1_greece,,152,gun_6_x1,greece,,maine_gun_152_x1,1.21,1.287,0.8,,maine_gun_152_x1,1.21,1.287,0.8,,dd_s_gun_c_102_x1,1.55,1.6,1.2,,yamato_gun_155_x1,0.985,1.02760125,1.3,,yamato_gun_155_x1,1,1.055,1.32,,,,,,,,,,,
gun_6_x2_greece,,152,gun_6_x2,greece,,maine_gun_152_x2,1.21,1.287,0.8,,dant_gun_245_x2,0.8,0.82875,1.1,0.85,dant_gun_245_x2,0.816,0.845325,1.1,0.85,yamato_gun_155_x2,0.985,1.02760125,1.3,,yamato_gun_155_x2,1,1.055,1.32,,,,,,,,,,,
gun_6_x3_greece,,152,gun_6_x3,greece,,maine_gun_152_x3,1.21,1.287,0.8,,dant_gun_245_x3,0.8,0.82875,1.1,0.85,dant_gun_245_x3,0.816,0.845325,1.1,0.85,yamato_gun_155_x3,0.985,1.02760125,1.3,,yamato_gun_155_x3,1,1.055,1.32,,,,,,,,,,,
